gw_id,gw_title,gw_heading,print_place_gw,year_from,year_to,language_statement_gw_title,istc_id,gw_url,istc_url,technical_note
04172,"Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat.","Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat. [Köln: Ulrich Zell, um 1488]. 16°",Köln,1488,1488,lat.,ib00503000,https://gesamtkatalogderwiegendrucke.de/docs/GW04172.htm,https://data.cerl.org/istc/ib00503000,
04173,"Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat. Daran: Birgitta: Orationes. — Columna, Aegidius: Hymnus in S. Veronicam.","Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat. Daran: Birgitta: Orationes. — Columna, Aegidius: Hymnus in S. Veronicam. Augsburg: Anton Sorg, 1489. 8°",Augsburg,1489,1489,lat.,ib00504000,https://gesamtkatalogderwiegendrucke.de/docs/GW04173.htm,https://data.cerl.org/istc/ib00504000,
04174,"Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat. Daran: Pseudo-Augustinus, Aurelius: Oratio de tota passione domini.","Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat. Daran: Pseudo-Augustinus, Aurelius: Oratio de tota passione domini. Nürnberg: Friedrich Creussner, 11.V.1489. 8°",Nürnberg,1489,1489,lat.,ib00505000,https://gesamtkatalogderwiegendrucke.de/docs/GW04174.htm,https://data.cerl.org/istc/ib00505000,
04175,"Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat.","Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat. [Basel: Johann Amerbach, nicht nach 1490]. 8°",Basel,1490,1490,lat.,ib00506000,https://gesamtkatalogderwiegendrucke.de/docs/GW04175.htm,https://data.cerl.org/istc/ib00506000,
04176,"Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat.","Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, lat. Köln: Johann Landen, [um 1498]. 8°",Köln,1498,1498,lat.,ib00507000,https://gesamtkatalogderwiegendrucke.de/docs/GW04176.htm,https://data.cerl.org/istc/ib00507000,
0417705N,"Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, franz. von Jean Quentin.","Bertholdus: Zeitglöcklein des Lebens und Leidens Christi, franz. von Jean Quentin. Paris: Etienne Jehannot, [um 1500]. 4°",Paris,1500,1500,franz.,iq00018000,https://gesamtkatalogderwiegendrucke.de/docs/GW0417705N.htm,https://data.cerl.org/istc/iq00018000,
04187,Betrachtung eines andächtigen Menschen beim Rosenkranzgebet.,"Betrachtung eines andächtigen Menschen beim Rosenkranzgebet. [Nürnberg: Anton Koberger], 1492.",Nürnberg,1492,1492,,ib00521500,https://gesamtkatalogderwiegendrucke.de/docs/GW04187.htm,https://data.cerl.org/istc/ib00521500,
04188,"Betrachtungen, begriffen in dem Rosenkranz.","Betrachtungen, begriffen in dem Rosenkranz. Ulm: Konrad Dinckmut, 1494. 8°",Ulm,1494,1494,,ib00521600,https://gesamtkatalogderwiegendrucke.de/docs/GW04188.htm,https://data.cerl.org/istc/ib00521600,
04194,"Beysselius, Jodocus: Rosacea augustissimae christiferae Maria corona etc.","Beysselius, Jodocus: Rosacea augustissimae christiferae Maria corona etc. Antwerpen: Govert Bac, [um 1495]. 4°",Antwerpen,1495,1495,,ib00524000,https://gesamtkatalogderwiegendrucke.de/docs/GW04194.htm,https://data.cerl.org/istc/ib00524000,
04195,"Beysselius, Jodocus: Tria rosacea coronamenta.","Beysselius, Jodocus: Tria rosacea coronamenta. Antwerpen: Govert Bac, 16.I.1495. 4°",Antwerpen,1495,1495,,ib00525000,https://gesamtkatalogderwiegendrucke.de/docs/GW04195.htm,https://data.cerl.org/istc/ib00525000,
04362,Pseudo-Birgitta: Orationes quindecim. Daran: Oratio ad Christum in cruce pendentem.,"Pseudo-Birgitta: Orationes quindecim. Daran: Oratio ad Christum in cruce pendentem. [Venedig: Philippus Petri, um 1475/80]. 4°",Venedig,1475,1480,,ib00677000,https://gesamtkatalogderwiegendrucke.de/docs/GW04362.htm,https://data.cerl.org/istc/ib00677000,
04363,"Pseudo-Birgitta: Orationes quindecim. Daran: Columna, Aegidius: Hymnus in S. Veronicam.","Pseudo-Birgitta: Orationes quindecim. Daran: Columna, Aegidius: Hymnus in S. Veronicam. [Rom: Johann Bulle, um 1478]. 8°",Rom,1478,1478,,ib00677300,https://gesamtkatalogderwiegendrucke.de/docs/GW04363.htm,https://data.cerl.org/istc/ib00677300,
04364,Pseudo-Birgitta: Orationes quindecim.,"Pseudo-Birgitta: Orationes quindecim. [Rom: Stephan Plannck, um 1488/90]. 8°",Rom,1488,1490,,ib00677500,https://gesamtkatalogderwiegendrucke.de/docs/GW04364.htm,https://data.cerl.org/istc/ib00677500,
04365,Pseudo-Birgitta: Orationes quindecim.,"Pseudo-Birgitta: Orationes quindecim. [Rom: Eucharius Silber, um 1490]. 8°",Rom,1490,1490,,ib00677400,https://gesamtkatalogderwiegendrucke.de/docs/GW04365.htm,https://data.cerl.org/istc/ib00677400,
04366,Pseudo-Birgitta: Orationes quindecim.,"Pseudo-Birgitta: Orationes quindecim. [Rom: Stephan Plannck, nach 1491]. 8°",Rom,1491,1491,,ib00678000,https://gesamtkatalogderwiegendrucke.de/docs/GW04366.htm,https://data.cerl.org/istc/ib00678000,
04367,Pseudo-Birgitta: Orationes quindecim. Daran: Jacopone da Todi: VII dolores beatae Mariae (Stabat mater). — Oratio ad Beatam Virginem Mariam.,"Pseudo-Birgitta: Orationes quindecim. Daran: Jacopone da Todi: VII dolores beatae Mariae (Stabat mater). — Oratio ad Beatam Virginem Mariam. [Rom: Johann Besicken, um 1494]. 8°",Rom,1494,1494,,ib00678500,https://gesamtkatalogderwiegendrucke.de/docs/GW04367.htm,https://data.cerl.org/istc/ib00678500,
04368,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Stephan Plannck, um 1495]. 8°",Rom,1495,1495,,ib00679000,https://gesamtkatalogderwiegendrucke.de/docs/GW04368.htm,https://data.cerl.org/istc/ib00679000,
04369,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Stephan Plannck, um 1495]. 8°",Rom,1495,1495,,ib00679100,https://gesamtkatalogderwiegendrucke.de/docs/GW04369.htm,https://data.cerl.org/istc/ib00679100,
04370,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Eucharius Silber, um 1495]. 12°",Rom,1495,1495,,ib00679200,https://gesamtkatalogderwiegendrucke.de/docs/GW04370.htm,https://data.cerl.org/istc/ib00679200,
04371,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Eucharius Silber, um 1495]. 8°",Rom,1495,1495,,ib00681500,https://gesamtkatalogderwiegendrucke.de/docs/GW04371.htm,https://data.cerl.org/istc/ib00681500,
04372,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Petrus de Turre, um 1499]. 12°",Rom,1499,1499,,ib00679400,https://gesamtkatalogderwiegendrucke.de/docs/GW04372.htm,https://data.cerl.org/istc/ib00679400,
04373,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Johann Besicken, um 1499]. 8°",Rom,1499,1499,,ib00679500,https://gesamtkatalogderwiegendrucke.de/docs/GW04373.htm,https://data.cerl.org/istc/ib00679500,
04374,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Eucharius Silber, um 1500] [vielmehr Marcellus Silber, nicht vor 1510]. 8°",Rom,1500,1500,,ib00683400,https://gesamtkatalogderwiegendrucke.de/docs/GW04374.htm,https://data.cerl.org/istc/ib00683400,
04375,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Eucharius Silber, um 1500] [vielmehr um 1509]. 8°",Rom,1500,1509,,ib00683200,https://gesamtkatalogderwiegendrucke.de/docs/GW04375.htm,https://data.cerl.org/istc/ib00683200,
04376,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Eucharius Silber, um 1500]. 8°",Rom,1500,1500,,ib00682700,https://gesamtkatalogderwiegendrucke.de/docs/GW04376.htm,https://data.cerl.org/istc/ib00682700,
04377,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Johann Besicken, um 1500]. 8°",Rom,1500,1500,,ib00679850,https://gesamtkatalogderwiegendrucke.de/docs/GW04377.htm,https://data.cerl.org/istc/ib00679850,
0437710N,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Eucharius Silber, um 1500]. 8°",Rom,1500,1500,,,https://gesamtkatalogderwiegendrucke.de/docs/GW0437710N.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
04378,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Johann Besicken, um 1500]. 8°",Rom,1500,1500,,ib00679900,https://gesamtkatalogderwiegendrucke.de/docs/GW04378.htm,https://data.cerl.org/istc/ib00679900,
04379,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Eucharius Silber, um 1500]. 8°",Rom,1500,1500,,ib00680000,https://gesamtkatalogderwiegendrucke.de/docs/GW04379.htm,https://data.cerl.org/istc/ib00680000,
04380,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Johann Besicken, um 1500]. 8°",Rom,1500,1500,,ib00680400,https://gesamtkatalogderwiegendrucke.de/docs/GW04380.htm,https://data.cerl.org/istc/ib00680400,
04381,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Johann Besicken, um 1500]. 8°",Rom,1500,1500,,ib00680600,https://gesamtkatalogderwiegendrucke.de/docs/GW04381.htm,https://data.cerl.org/istc/ib00680600,
04382,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Johann Besicken, nach 1500(?)] [vielmehr Andreas Fritag oder Johann Besicken und Andreas Fritag, um 1494/96]. 8°",Rom,1494,1500,,ib00681000,https://gesamtkatalogderwiegendrucke.de/docs/GW04382.htm,https://data.cerl.org/istc/ib00681000,
04383,"Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis.","Pseudo-Birgitta: Orationes quindecim. Daran: Pseudo-Augustinus, Aurelius: Oratio pro tribulatis. [Rom: Eucharius Silber, nach 1500(?)]. 8°",Rom,1500,1500,,ib00683450,https://gesamtkatalogderwiegendrucke.de/docs/GW04383.htm,https://data.cerl.org/istc/ib00683450,
04384,"Pseudo-Birgitta: Orationes quindecim, deutsch.","Pseudo-Birgitta: Orationes quindecim, deutsch. [Rom: Stephan Plannck, um 1490]. 8°",Rom,1490,1490,deutsch,ib00683700,https://gesamtkatalogderwiegendrucke.de/docs/GW04384.htm,https://data.cerl.org/istc/ib00683700,
0438420N,"Pseudo-Birgitta: Orationes quindecim, deutsch.","Pseudo-Birgitta: Orationes quindecim, deutsch. Augsburg: Erhard Ratdolt auf Veranlassung von Florian Waldauf, 1492.",Augsburg,1492,1492,deutsch,,https://gesamtkatalogderwiegendrucke.de/docs/GW0438420N.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
04385,"Pseudo-Birgitta: Orationes quindecim, deutsch.","Pseudo-Birgitta: Orationes quindecim, deutsch. Zweibrücken: Jörg Gessler, [um 1492]. 8°",Zweibrücken,1492,1492,deutsch,ib00683800,https://gesamtkatalogderwiegendrucke.de/docs/GW04385.htm,https://data.cerl.org/istc/ib00683800,
04386,"Pseudo-Birgitta: Orationes quindecim, deutsch.","Pseudo-Birgitta: Orationes quindecim, deutsch. [Basel: Johann Amerbach, um 1492]. 8°",Basel,1492,1492,deutsch,ib00684000,https://gesamtkatalogderwiegendrucke.de/docs/GW04386.htm,https://data.cerl.org/istc/ib00684000,
04387,"Pseudo-Birgitta: Orationes quindecim, deutsch.","Pseudo-Birgitta: Orationes quindecim, deutsch. [Reutlingen: Michael Greyff, um 1494]. 8°",Reutlingen,1494,1494,deutsch,ib00685000,https://gesamtkatalogderwiegendrucke.de/docs/GW04387.htm,https://data.cerl.org/istc/ib00685000,
04388,"Pseudo-Birgitta: Orationes quindecim, deutsch.","Pseudo-Birgitta: Orationes quindecim, deutsch. [Rom: Stephan Plannck, um 1495]. 8°",Rom,1495,1495,deutsch,ib00685100,https://gesamtkatalogderwiegendrucke.de/docs/GW04388.htm,https://data.cerl.org/istc/ib00685100,
0438805N,"Pseudo-Birgitta: Orationes quindecim, engl.","Pseudo-Birgitta: Orationes quindecim, engl. [Westminster]: William Caxton auf Veranlassung von Elisabeth (von York), Königin von England, und Margaret Beaufort, [um 1491]. 4°",Westminster,1491,1491,engl.,ib00683600,https://gesamtkatalogderwiegendrucke.de/docs/GW0438805N.htm,https://data.cerl.org/istc/ib00683600,
0567010N,"Buchsbaum, Sixt: Unser lieben Frauen Rosenkranz.","Buchsbaum, Sixt: Unser lieben Frauen Rosenkranz. Erfurt: Hans Sporer, 1494.",Erfurt,1494,1494,,ib01268480,https://gesamtkatalogderwiegendrucke.de/docs/GW0567010N.htm,https://data.cerl.org/istc/ib01268480,
05671,"Buchsbaum, Sixt: Unser lieben Frauen Rosenkranz.","Buchsbaum, Sixt: Unser lieben Frauen Rosenkranz. [München: Johann Schobser, nicht vor 1500]. 8°",München,1500,1500,,ib01268520,https://gesamtkatalogderwiegendrucke.de/docs/GW05671.htm,https://data.cerl.org/istc/ib01268520,
05686,Büchlein vom Gebet.,"Büchlein vom Gebet. Augsburg: Johann Froschauer, 1499. 4°",Augsburg,1499,1499,,ib01273000,https://gesamtkatalogderwiegendrucke.de/docs/GW05686.htm,https://data.cerl.org/istc/ib01273000,
M0484310,Orationes. Orazione di Jesu Christi. Daran: Bernardus Claravallensis: Epistola. — Pseudo-Augustinus Aurelius: Oratio in fine vitae dicendi.,"Orationes. Orazione di Jesu Christi. Daran: Bernardus Claravallensis: Epistola. — Pseudo-Augustinus Aurelius: Oratio in fine vitae dicendi. [Venedig: Matteo Capcasa, um 1494]. 16°",Venedig,1494,1494,,io00072600,https://gesamtkatalogderwiegendrucke.de/docs/M0484310.htm,https://data.cerl.org/istc/io00072600,
M07711,"Thomas a Kempis: Meditationes de vita Jesu Christi, deutsch („Der Herzmahner“).","Thomas a Kempis: Meditationes de vita Jesu Christi, deutsch („Der Herzmahner“). Nürnberg: Kaspar Hochfeder, [um 1497]. 16°",Nürnberg,1497,1497,deutsch,ih00135000,https://gesamtkatalogderwiegendrucke.de/docs/M07711.htm,https://data.cerl.org/istc/ih00135000,
M27155,"Nitzschewitz, Hermann: De gulden rosen krans der soten gotliken leve (Rosarium).","Nitzschewitz, Hermann: De gulden rosen krans der soten gotliken leve (Rosarium). [Lüneburg: Johann Lucae]. 4°",Lüneburg,,,,in00259800,https://gesamtkatalogderwiegendrucke.de/docs/M27155.htm,https://data.cerl.org/istc/in00259800,
M27158,"Nitzschewitz, Hermann: Psalterium novum beatae Mariae noviter ad Turci contritionem confectum (Rosarium).","Nitzschewitz, Hermann: Psalterium novum beatae Mariae noviter ad Turci contritionem confectum (Rosarium). Zinna: [Druckerei des Zisterzienserklosters, nicht vor August 1493, nicht nach 9.VII.1496]. 4°",Zinna,1493,1496,,in00260000,https://gesamtkatalogderwiegendrucke.de/docs/M27158.htm,https://data.cerl.org/istc/in00260000,
M28012,Orationes. Deutsches Gebetbüchlein.,"Orationes. Deutsches Gebetbüchlein. Danzig: [Konrad Baumgarten], 1498. 8°",Danzig,1498,1498,deutsch,ig00113230,https://gesamtkatalogderwiegendrucke.de/docs/M28012.htm,https://data.cerl.org/istc/ig00113230,
M28014,"Orationes. Gebete, deutsch.","Orationes. Gebete, deutsch. [Nürnberg: Georg Stuchs]. 16°",Nürnberg,,,deutsch,ig00113137,https://gesamtkatalogderwiegendrucke.de/docs/M28014.htm,https://data.cerl.org/istc/ig00113137,
M28015,Orationes. Gebete für Herzog Wilhelm von Baiern. 1432.,Orationes. Gebete für Herzog Wilhelm von Baiern. 1432. [Bayern: Drucker des Gebetbuchs]. 8°,Bayern,,,,iw00019300,https://gesamtkatalogderwiegendrucke.de/docs/M28015.htm,https://data.cerl.org/istc/iw00019300,
M2802820,"Orationes. Gebete, deutsch.","Orationes. Gebete, deutsch. [Nürnberg oder Basel(?)]. 8°",Nürnberg oder Basel(?),,,deutsch,,https://gesamtkatalogderwiegendrucke.de/docs/M2802820.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
M2802830,"Orationes. Gebete, deutsch.","Orationes. Gebete, deutsch. [Südwestdeutschland (Ulm oder Reutlingen?): Drucker des Myrrhenbüschleins (C 2435), um 1478]. 8°",Südwestdeutschland (Ulm oder Reutlingen?),1478,1478,deutsch,ig00113300,https://gesamtkatalogderwiegendrucke.de/docs/M2802830.htm,https://data.cerl.org/istc/ig00113300,
M28040,Orationes. Die sonntäglichen Gebete.,"Orationes. Die sonntäglichen Gebete. Ulm: Johann Reger, 16.XII.[14]86. 4°",Ulm,1486,1486,,ig00113200,https://gesamtkatalogderwiegendrucke.de/docs/M28040.htm,https://data.cerl.org/istc/ig00113200,
M28044,Orationes et collectae de Christi passione etc.,"Orationes et collectae de Christi passione etc. Augsburg: Christoph Schnaitter, [14]93. 4°",Augsburg,1493,1493,,io00066000,https://gesamtkatalogderwiegendrucke.de/docs/M28044.htm,https://data.cerl.org/istc/io00066000,
M28045,Orationes sacrae ad plenum collectae.,"Orationes sacrae ad plenum collectae. Toledo: [Peter Hagembach], 13.IV.1500. 4°",Toledo,1500,1500,,io00068000,https://gesamtkatalogderwiegendrucke.de/docs/M28045.htm,https://data.cerl.org/istc/io00068000,
M28046,Orationes sacrae ad plenum collectae.,"Orationes sacrae ad plenum collectae. [Venedig: Christophorus de Bottis Cremonensis, um 1491]. 4°",Venedig,1491,1491,,io00067500,https://gesamtkatalogderwiegendrucke.de/docs/M28046.htm,https://data.cerl.org/istc/io00067500,
M2804710,Orationes sacrae ad plenum collectae.,"Orationes sacrae ad plenum collectae. Sevilla: Compañeros Alemanes, 13.XII.1495. 4°",Sevilla,1495,1495,,io00067700,https://gesamtkatalogderwiegendrucke.de/docs/M2804710.htm,https://data.cerl.org/istc/io00067700,
M28048,Orationes sacrae ad plenum collectae.,"Orationes sacrae ad plenum collectae. [Burgos: Friedrich Biel, um 1498]. 4°",Burgos,1498,1498,,io00068600,https://gesamtkatalogderwiegendrucke.de/docs/M28048.htm,https://data.cerl.org/istc/io00068600,
M28049,Orationes sacrae ad plenum collectae.,"Orationes sacrae ad plenum collectae. [Burgos: Friedrich Biel, um 1500]. 4°",Burgos,1500,1500,,io00069000,https://gesamtkatalogderwiegendrucke.de/docs/M28049.htm,https://data.cerl.org/istc/io00069000,
M28050,Orationes sacrae ad plenum collectae.,"Orationes sacrae ad plenum collectae. Salamanca: [Drucker von Antonius Nebrissensis, Gramática castellana (GW 2224) (Antonius Nebrissensis?)], 1500. 4°",Salamanca,1500,1500,,il00194850,https://gesamtkatalogderwiegendrucke.de/docs/M28050.htm,https://data.cerl.org/istc/il00194850,
M2805710,Orationes.,"Orationes. [Nürnberg: Georg Stuchs, um 1500].",Nürnberg,1500,1500,,,https://gesamtkatalogderwiegendrucke.de/docs/M2805710.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
M28061,"Orationes spirituales ex variis auctoribus: Augustino, Joanne XX., Bonifacio, Bonaventura, Alano, Gersone aliisque, collectae.","Orationes spirituales ex variis auctoribus: Augustino, Joanne XX., Bonifacio, Bonaventura, Alano, Gersone aliisque, collectae. [Venedig(?): Adam von Ammergau(?), um 1470]. 8°",Venedig(?),1470,1470,,,https://gesamtkatalogderwiegendrucke.de/docs/M28061.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
M28063,Orationes spirituales ex variis auctoribus.,Orationes spirituales ex variis auctoribus. [Venedig: Adam von Ammergau]. 4°,Venedig,,,,io00069500,https://gesamtkatalogderwiegendrucke.de/docs/M28063.htm,https://data.cerl.org/istc/io00069500,
M28064,Orationes tres in agonia pronuntiandae.,"Orationes tres in agonia pronuntiandae. [Ulm: Johann Zainer d.Ä., um 1490].",Ulm,1490,1490,,in00221200,https://gesamtkatalogderwiegendrucke.de/docs/M28064.htm,https://data.cerl.org/istc/in00221200,
M2806420,Orationes.,"Orationes. [Ulm: Johann Schäffler, um 1500]. 8°",Ulm,1500,1500,,io00065980,https://gesamtkatalogderwiegendrucke.de/docs/M2806420.htm,https://data.cerl.org/istc/io00065980,
M28065,"Orationes tres in agonia pronuntiandae, deutsch.","Orationes tres in agonia pronuntiandae, deutsch. [Ulm: Johann Zainer d.J., um 1490].",Ulm,1490,1490,deutsch,in00221300,https://gesamtkatalogderwiegendrucke.de/docs/M28065.htm,https://data.cerl.org/istc/in00221300,
M28096,Orationes. Orazioni.,"Orationes. Orazioni. [Florenz: Apud S. Jacobum de Ripoli ], 1477.",Florenz,1477,1477,,,https://gesamtkatalogderwiegendrucke.de/docs/M28096.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
M28097,Orationes. Orazioni.,"Orationes. Orazioni. [Florenz: Apud S. Jacobum de Ripoli für] Angelo Cieco, [um 1477].",Florenz,1477,1477,,,https://gesamtkatalogderwiegendrucke.de/docs/M28097.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
M28099,Orationes. Orazioni diverse.,Orationes. Orazioni diverse. [Florenz: Apud S. Jacobum de Ripoli ].,Florenz,,,,,https://gesamtkatalogderwiegendrucke.de/docs/M28099.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
